,ClusterID
cell1951,3
cell325,0
cell619,1
cell849,1
cell543,3
cell1489,2
cell135,3
cell1116,3
cell602,1
cell1600,2
cell1513,2
cell872,1
cell834,1
cell1059,3
cell113,3
cell851,1
cell1845,3
cell367,0
cell1770,2
cell190,3
cell1567,2
cell1201,3
cell217,3
cell927,1
cell384,0
cell1642,2
cell880,1
cell1353,3
cell450,3
cell982,1
cell297,0
cell328,0
cell504,3
cell16,2
cell841,1
cell1768,2
cell684,1
cell412,0
cell1092,3
cell760,1
cell687,1
cell406,0
cell84,3
cell1969,3
cell447,3
cell1141,3
cell905,1
cell419,3
cell1681,2
cell1843,3
cell1102,3
cell579,1
cell566,3
cell839,1
cell698,1
cell637,1
cell1596,2
cell525,3
cell1322,3
cell762,1
cell1494,2
cell719,1
cell331,0
cell228,3
cell429,3
cell1689,2
cell755,1
cell363,0
cell420,3
cell1214,3
cell864,1
cell1901,3
cell1399,2
cell1921,3
cell1380,2
cell1167,3
cell265,0
cell189,3
cell1566,2
cell1226,3
cell1916,3
cell612,1
cell1530,2
cell763,1
cell1386,2
cell1949,3
cell512,3
cell569,1
cell5,2
cell901,1
cell293,0
cell1606,2
cell865,1
cell1190,3
cell1021,3
cell1241,3
cell672,1
cell1470,2
cell1975,3
cell244,3
cell1013,3
cell1176,3
cell1148,3
cell1355,3
cell817,1
cell1272,3
cell138,3
cell263,0
cell1132,3
cell1714,2
cell507,3
cell305,0
cell1372,3
cell1395,2
cell1525,2
cell1231,3
cell1605,2
cell1165,3
cell976,1
cell1797,2
cell184,3
cell758,1
cell1118,3
cell1772,2
cell1158,3
cell1523,2
cell295,0
cell1973,3
cell1042,3
cell1063,3
cell1407,2
cell1715,2
cell576,1
cell208,3
cell1608,2
cell44,2
cell1467,2
cell31,2
cell339,0
cell1183,3
cell769,1
cell1497,2
cell186,3
cell88,3
cell1764,2
cell1181,3
cell1611,2
cell1856,3
cell430,3
cell710,1
cell211,3
cell239,3
cell797,1
cell486,3
cell1253,3
cell617,1
cell1937,3
cell1150,3
cell1484,2
cell1156,3
cell1736,2
cell1945,3
cell657,1
cell413,0
cell1963,3
cell1363,3
cell511,3
cell945,1
cell66,2
cell961,1
cell869,1
cell1117,3
cell668,1
cell41,2
cell1115,3
cell473,3
cell1602,2
cell446,3
cell1893,3
cell38,2
cell1807,3
cell559,3
cell312,0
cell1641,2
cell1919,3
cell225,3
cell535,3
cell223,3
cell1023,3
cell1996,3
cell1864,3
cell540,3
cell1950,3
cell1816,3
cell557,3
cell1814,3
cell1844,3
cell346,0
cell1993,3
cell1708,2
cell198,3
cell289,0
cell912,1
cell616,1
cell13,2
cell806,1
cell300,0
cell302,0
cell1595,2
cell210,3
cell1481,2
cell824,1
cell759,1
cell1725,2
cell1196,3
cell818,1
cell1622,2
cell596,1
cell1620,2
cell174,3
cell45,2
cell887,1
cell732,1
cell178,3
cell1751,2
cell638,1
cell1749,2
cell1789,2
cell701,1
cell1273,3
cell21,2
cell92,3
cell658,1
cell1884,3
cell1143,3
cell1976,3
cell1927,3
cell1928,3
cell623,1
cell1675,2
cell662,1
cell1483,2
cell677,1
cell1443,2
cell1991,3
cell1617,2
cell870,1
cell425,3
cell1068,3
cell899,1
cell1269,3
cell96,3
cell1637,2
cell101,3
cell867,1
cell1978,3
cell1352,3
cell1405,2
cell203,3
cell1656,2
cell241,3
cell172,3
cell1938,3
cell536,3
cell1139,3
cell1910,3
cell212,3
cell1500,2
cell1163,3
cell54,2
cell1874,3
cell1111,3
cell417,3
cell1771,2
cell1164,3
cell480,3
cell960,1
cell248,0
cell784,1
cell338,0
cell1488,2
cell874,1
cell1777,2
cell1039,3
cell984,1
cell695,1
cell1590,2
cell564,3
cell1271,3
cell1627,2
cell1535,2
cell1532,2
cell23,2
cell1268,3
cell1886,3
cell648,1
cell1851,3
cell1871,3
cell421,3
cell109,3
cell1791,2
cell665,1
cell809,1
cell1124,3
cell1568,2
cell991,3
cell131,3
cell1806,3
cell556,3
cell981,1
cell1159,3
cell1960,3
cell1080,3
cell613,1
cell165,3
cell594,1
cell1823,3
cell1680,2
cell321,0
cell1077,3
cell731,1
cell846,1
cell62,2
cell1621,2
cell1240,3
cell374,0
cell1506,2
cell611,1
cell977,1
cell1460,2
cell1686,2
cell57,2
cell491,3
cell724,1
cell55,2
cell247,0
cell1319,3
cell1831,3
cell1414,2
cell463,3
cell963,1
cell1208,3
cell1206,3
cell876,1
cell1873,3
cell1847,3
cell522,3
cell1625,2
cell36,2
cell1246,3
cell1213,3
cell365,0
cell1333,3
cell1790,2
cell1809,3
cell318,0
cell1692,2
cell669,1
cell1549,2
cell949,1
cell227,3
cell529,3
cell787,1
cell64,2
cell1254,3
cell567,1
cell1306,3
cell1174,3
cell94,3
cell1508,2
cell1915,3
cell836,1
cell1782,2
cell1298,3
cell1081,3
cell1387,2
cell751,1
cell1335,3
cell1466,2
cell1373,3
cell913,1
cell1140,3
cell663,1
cell1516,2
cell497,3
cell1657,2
cell136,3
cell1899,3
cell626,1
cell681,1
cell686,1
cell643,1
cell1840,3
cell929,1
cell1722,2
cell304,0
cell992,3
cell1536,2
cell167,3
cell400,0
cell1923,3
cell1515,2
cell1731,2
cell1415,2
cell973,1
cell1062,3
cell1262,3
cell102,3
cell573,1
cell1157,3
cell12,2
cell1986,3
cell323,0
cell1089,3
cell1113,3
cell547,3
cell1424,2
cell1033,3
cell1683,2
cell1935,3
cell1584,2
cell1384,2
cell1499,2
cell398,0
cell1106,3
cell1922,3
cell1889,3
cell1594,2
cell1283,3
cell428,3
cell1104,3
cell1018,3
cell582,1
cell443,3
cell1822,3
cell1583,2
cell1030,3
cell1308,3
cell550,3
cell1706,2
cell898,1
cell1813,3
cell250,0
cell80,3
cell403,0
cell1564,2
cell1547,2
cell891,1
cell1175,3
cell933,1
cell882,1
cell95,3
cell863,1
cell627,1
cell1418,2
cell1477,2
cell1347,3
cell287,0
cell1464,2
cell484,3
cell1518,2
cell957,1
cell1048,3
cell2000,3
cell489,3
cell1425,2
cell1982,3
cell73,2
cell640,1
cell396,0
cell1827,3
cell1354,3
cell269,0
cell554,3
cell1592,2
cell1295,3
cell1100,3
cell850,1
cell856,1
cell268,0
cell978,1
cell1137,3
cell1031,3
cell1684,2
cell1245,3
cell1237,3
cell1496,2
cell1612,2
cell1803,3
cell1962,3
cell356,0
cell119,3
cell1502,2
cell703,1
cell1716,2
cell803,1
cell1371,3
cell633,1
cell1456,2
cell1781,2
cell998,3
cell1540,2
cell629,1
cell180,3
cell1411,2
cell1194,3
cell997,3
cell216,3
cell87,3
cell103,3
cell373,0
cell1539,2
cell60,2
cell1301,3
cell748,1
cell621,1
cell1289,3
cell881,1
cell1090,3
cell1394,2
cell819,1
cell442,3
cell745,1
cell258,0
cell842,1
cell1879,3
cell1288,3
cell1737,2
cell1593,2
cell995,3
cell631,1
cell1610,2
cell1114,3
cell459,3
cell1098,3
cell578,1
cell820,1
cell1804,3
cell1630,2
cell255,0
cell1391,2
cell605,1
cell1337,3
cell659,1
cell234,3
cell117,3
cell1195,3
cell67,2
cell716,1
cell335,0
cell142,3
cell671,1
cell1331,3
cell798,1
cell1217,3
cell213,3
cell1710,2
cell153,3
cell1392,2
cell332,0
cell229,3
cell1655,2
cell1597,2
cell1850,3
cell1794,2
cell805,1
cell1017,3
cell1650,2
cell1639,2
cell1236,3
cell1247,3
cell660,1
cell1397,2
cell226,3
cell392,0
cell1296,3
cell1894,3
cell1028,3
cell1227,3
cell324,0
cell188,3
cell1729,2
cell786,1
cell676,1
cell448,3
cell1474,2
cell1877,3
cell1812,3
cell1933,3
cell1330,3
cell577,1
cell778,1
cell1442,2
cell1560,2
cell1082,3
cell354,0
cell401,0
cell1291,3
cell1757,2
cell1450,2
cell932,1
cell1558,2
cell1551,2
cell595,1
cell1421,2
cell620,1
cell756,1
cell461,3
cell1232,3
cell499,3
cell907,1
cell1191,3
cell840,1
cell1131,3
cell943,1
cell185,3
cell729,1
cell1758,2
cell1700,2
cell1359,3
cell1766,2
cell954,1
cell936,1
cell1742,2
cell508,3
cell1350,3
cell1507,2
cell1369,3
cell1934,3
cell1653,2
cell1401,2
cell1723,2
cell510,3
cell1825,3
cell644,1
cell823,1
cell1326,3
cell108,3
cell1162,3
cell1324,3
cell555,3
cell1905,3
cell426,3
cell866,1
cell343,0
cell723,1
cell1309,3
cell183,3
cell1980,3
cell791,1
cell1388,2
cell201,3
cell1192,3
cell1233,3
cell487,3
cell1648,2
cell1074,3
cell1631,2
cell862,1
cell1598,2
cell375,0
cell1172,3
cell434,3
cell1050,3
cell1385,2
cell445,3
cell357,0
cell43,2
cell1647,2
cell89,3
cell808,1
cell1147,3
cell494,3
cell264,0
cell1453,2
cell1368,3
cell134,3
cell1006,3
cell1452,2
cell1318,3
cell788,1
cell750,1
cell1738,2
cell1463,2
cell539,3
cell1229,3
cell280,0
cell1571,2
cell1634,2
cell397,0
cell1576,2
cell505,3
cell1476,2
cell166,3
cell1892,3
cell1257,3
cell1222,3
cell1599,2
cell1075,3
cell967,1
cell1128,3
cell1169,3
cell1204,3
cell636,1
cell145,3
cell1932,3
cell1671,2
cell830,1
cell307,0
cell1750,2
cell553,3
cell1278,3
cell337,0
cell1458,2
cell1002,3
cell308,0
cell506,3
cell1677,2
cell231,3
cell1619,2
cell118,3
cell1455,2
cell1538,2
cell1652,2
cell1514,2
cell736,1
cell951,1
cell29,2
cell810,1
cell143,3
cell1008,3
cell159,3
cell739,1
cell815,1
cell647,1
cell517,3
cell990,3
cell18,2
cell707,1
cell86,3
cell1468,2
cell152,3
cell568,1
cell1365,3
cell628,1
cell801,1
cell1480,2
cell121,3
cell1121,3
cell476,3
cell333,0
cell454,3
cell1705,2
cell1678,2
cell1302,3
cell1985,3
cell902,1
cell1948,3
cell1918,3
cell1258,3
cell1857,3
cell583,1
cell1802,3
cell1461,2
cell1151,3
cell904,1
cell105,3
cell986,1
cell1778,2
cell1135,3
cell1495,2
cell828,1
cell1820,3
cell456,3
cell705,1
cell1562,2
cell482,3
cell1027,3
cell1740,2
cell897,1
cell48,2
cell1357,3
cell1881,3
cell405,0
cell1040,3
cell85,3
cell552,3
cell1238,3
cell1441,2
cell1012,3
cell1897,3
cell1220,3
cell1126,3
cell1965,3
cell246,0
cell1230,3
cell106,3
cell1264,3
cell290,0
cell1863,3
cell488,3
cell1342,3
cell670,1
cell1130,3
cell1361,3
cell1964,3
cell270,0
cell1370,3
cell137,3
cell1618,2
cell928,1
cell845,1
cell838,1
cell1072,3
cell3,2
cell1149,3
cell1266,3
cell1313,3
cell1674,2
cell1971,3
cell449,3
cell1735,2
cell1173,3
cell245,3
cell266,0
cell946,1
cell860,1
cell1526,2
cell495,3
cell964,1
cell1055,3
cell1084,3
cell1290,3
cell418,3
cell1828,3
cell322,0
cell407,0
cell1640,2
cell1091,3
cell1569,2
cell140,3
cell1636,2
cell1941,3
cell1097,3
cell11,2
cell1662,2
cell150,3
cell409,0
cell1437,2
cell738,1
cell438,3
cell1575,2
cell749,1
cell814,1
cell278,0
cell1628,2
cell279,0
cell1885,3
cell414,3
cell1358,3
cell1052,3
cell1186,3
cell1285,3
cell1997,3
cell126,3
cell709,1
cell468,3
cell1060,3
cell372,0
cell825,1
cell1430,2
cell25,2
cell1957,3
cell176,3
cell1862,3
cell1556,2
cell187,3
cell1219,3
cell922,1
cell376,0
cell1953,3
cell1682,2
cell259,0
cell680,1
cell1378,2
cell1144,3
cell1294,3
cell171,3
cell713,1
cell675,1
cell1267,3
cell1211,3
cell37,2
cell320,0
cell1185,3
cell1490,2
cell1810,3
cell844,1
cell691,1
cell154,3
cell380,0
cell1274,3
cell1860,3
cell1626,2
cell588,1
cell1755,2
cell1423,2
cell1362,3
cell371,0
cell83,3
cell170,3
cell336,0
cell282,0
cell1067,3
cell1037,3
cell1946,3
cell1375,3
cell1265,3
cell1412,2
cell382,0
cell1580,2
cell1152,3
cell1739,2
cell1940,3
cell163,3
cell794,1
cell697,1
cell923,1
cell1014,3
cell1221,3
cell215,3
cell715,1
cell545,3
cell1200,3
cell353,0
cell871,1
cell1998,3
cell920,1
cell1016,3
cell104,3
cell894,1
cell1760,2
cell71,2
cell813,1
cell956,1
cell1561,2
cell344,0
cell580,1
cell1160,3
cell261,0
cell903,1
cell1300,3
cell1112,3
cell630,1
cell99,3
cell854,1
cell164,3
cell390,0
cell467,3
cell271,0
cell460,3
cell1607,2
cell608,1
cell306,0
cell918,1
cell1888,3
cell1688,2
cell1861,3
cell811,1
cell1787,2
cell1745,2
cell1698,2
cell1390,2
cell1913,3
cell937,1
cell455,3
cell690,1
cell1503,2
cell654,1
cell1198,3
cell571,1
cell1931,3
cell858,1
cell1178,3
cell439,3
cell607,1
cell1801,2
cell1367,3
cell1462,2
cell168,3
cell1829,3
cell1485,2
cell7,2
cell1134,3
cell685,1
cell158,3
cell667,1
cell1586,2
cell1984,3
cell1000,3
cell1447,2
cell1510,2
cell206,3
cell1065,3
cell345,0
cell656,1
cell238,3
cell1087,3
cell1939,3
cell947,1
cell1400,2
cell369,0
cell387,0
cell1743,2
cell575,1
cell334,0
cell1281,3
cell942,1
cell783,1
cell524,3
cell1228,3
cell649,1
cell877,1
cell1917,3
cell1343,3
cell1866,3
cell1565,2
cell1763,2
cell1045,3
cell1224,3
cell1041,3
cell1142,3
cell1663,2
cell254,0
cell1895,3
cell562,3
cell1026,3
cell1528,2
cell15,2
cell544,3
cell1053,3
cell885,1
cell551,3
cell1433,2
cell1968,3
cell114,3
cell466,3
cell1207,3
cell469,3
cell1153,3
cell1912,3
cell1989,3
cell1426,2
cell796,1
cell1471,2
cell1765,2
cell1022,3
cell514,3
cell1209,3
cell746,1
cell1817,3
cell714,1
cell712,1
cell1038,3
cell200,3
cell520,3
cell1545,2
cell53,2
cell156,3
cell58,2
cell1914,3
cell240,3
cell1855,3
cell718,1
cell1328,3
cell243,3
cell133,3
cell294,0
cell980,1
cell281,0
cell1282,3
cell1276,3
cell1475,2
cell1664,2
cell934,1
cell465,3
cell1854,3
cell283,0
cell1007,3
cell368,0
cell940,1
cell1629,2
cell1838,3
cell1979,3
cell1129,3
cell603,1
cell1469,2
cell285,0
cell1961,3
cell422,3
cell260,0
cell1492,2
cell1970,3
cell938,1
cell890,1
cell1457,2
cell1446,2
cell8,2
cell1521,2
cell625,1
cell1105,3
cell161,3
cell17,2
cell1197,3
cell827,1
cell688,1
cell1379,2
cell1552,2
cell1752,2
cell767,1
cell1582,2
cell1830,3
cell314,0
cell650,1
cell496,3
cell1868,3
cell479,3
cell721,1
cell652,1
cell1270,3
cell593,1
cell196,3
cell232,3
cell1449,2
cell149,3
cell1726,2
cell1824,3
cell93,3
cell10,2
cell299,0
cell1416,2
cell68,2
cell1974,3
cell276,0
cell948,1
cell1958,3
cell1654,2
cell1867,3
cell1779,2
cell1250,3
cell1783,2
cell411,0
cell1382,2
cell848,1
cell147,3
cell1482,2
cell1967,3
cell169,3
cell1125,3
cell440,3
cell523,3
cell125,3
cell548,3
cell875,1
cell999,3
cell581,1
cell1235,3
cell288,0
cell1573,2
cell772,1
cell974,1
cell1741,2
cell1078,3
cell733,1
cell1842,3
cell1792,2
cell1184,3
cell1069,3
cell1588,2
cell267,0
cell822,1
cell1661,2
cell1314,3
cell1896,3
cell1249,3
cell591,1
cell1724,2
cell40,2
cell706,1
cell219,3
cell74,2
cell1870,3
cell847,1
cell642,1
cell546,3
cell1103,3
cell1032,3
cell1701,2
cell1277,3
cell1826,3
cell1718,2
cell693,1
cell309,0
cell883,1
cell1316,3
cell816,1
cell292,0
cell1049,3
cell634,1
cell296,0
cell1537,2
cell298,0
cell560,3
cell624,1
cell1767,2
cell483,3
cell826,1
cell415,3
cell127,3
cell728,1
cell1025,3
cell218,3
cell741,1
cell1761,2
cell1936,3
cell1785,2
cell1697,2
cell1988,3
cell1428,2
cell1376,2
cell490,3
cell214,3
cell852,1
cell1218,3
cell1995,3
cell1865,3
cell534,3
cell1819,3
cell1338,3
cell735,1
cell572,1
cell35,2
cell700,1
cell906,1
cell98,3
cell1926,3
cell1366,3
cell1046,3
cell286,0
cell614,1
cell209,3
cell385,0
cell515,3
cell734,1
cell207,3
cell1930,3
cell639,1
cell378,0
cell1364,3
cell1138,3
cell1417,2
cell1079,3
cell962,1
cell1320,3
cell478,3
cell291,0
cell959,1
cell689,1
cell1846,3
cell256,0
cell1524,2
cell123,3
cell197,3
cell558,3
cell379,0
cell1486,2
cell1649,2
cell453,3
cell1703,2
cell1051,3
cell317,0
cell1088,3
cell780,1
cell347,0
cell1878,3
cell807,1
cell1409,2
cell754,1
cell1334,3
cell965,1
cell1541,2
cell233,3
cell1748,2
cell985,1
cell804,1
cell1393,2
cell1604,2
cell1279,3
cell1058,3
cell402,0
cell1085,3
cell441,3
cell1374,3
cell1956,3
cell921,1
cell1472,2
cell1624,2
cell1579,2
cell1020,3
cell1019,3
cell1773,2
cell917,1
cell1672,2
cell492,3
cell584,1
cell793,1
cell319,0
cell835,1
cell1880,3
cell146,3
cell1095,3
cell1029,3
cell1658,2
cell1799,2
cell230,3
cell144,3
cell1202,3
cell1717,2
cell175,3
cell1210,3
cell893,1
cell120,3
cell1707,2
cell720,1
cell311,0
cell516,3
cell30,2
cell518,3
cell1673,2
cell1094,3
cell622,1
cell889,1
cell1550,2
cell1990,3
cell1667,2
cell1721,2
cell785,1
cell771,1
cell361,0
cell1638,2
cell498,3
cell988,1
cell585,1
cell1323,3
cell1906,3
cell1603,2
cell538,3
cell310,0
cell1325,3
cell855,1
cell1891,3
cell360,0
cell427,3
cell349,0
cell1171,3
cell370,0
cell1670,2
cell1351,3
cell884,1
cell1179,3
cell1498,2
cell1531,2
cell829,1
cell1734,2
cell1408,2
cell416,3
cell610,1
cell590,1
cell725,1
cell1509,2
cell1199,3
cell653,1
cell1909,3
cell1381,2
cell432,3
cell1256,3
cell1215,3
cell717,1
cell1709,2
cell606,1
cell1732,2
cell924,1
cell51,2
cell1436,2
cell1011,3
cell765,1
cell1216,3
cell699,1
cell1666,2
cell513,3
cell78,2
cell1972,3
cell1633,2
cell475,3
cell930,1
cell1284,3
cell843,1
cell221,3
cell1109,3
cell1243,3
cell1711,2
cell192,3
cell635,1
cell458,3
cell362,0
cell761,1
cell1837,3
cell789,1
cell1034,3
cell1529,2
cell1623,2
cell1727,2
cell1876,3
cell202,3
cell983,1
cell833,1
cell1543,2
cell1448,2
cell1713,2
cell1010,3
cell1244,3
cell1699,2
cell1651,2
cell1431,2
cell457,3
cell462,3
cell812,1
cell1947,3
cell666,1
cell1303,3
cell1189,3
cell1307,3
cell1852,3
cell130,3
cell1383,2
cell1304,3
cell1182,3
cell1420,2
cell770,1
cell1559,2
cell1646,2
cell359,0
cell1911,3
cell944,1
cell1056,3
cell1261,3
cell257,0
cell1835,3
cell1869,3
cell1001,3
cell1517,2
cell570,1
cell1554,2
cell925,1
cell1310,3
cell1800,2
cell1591,2
cell128,3
cell526,3
cell6,2
cell694,1
cell795,1
cell1754,2
cell277,0
cell1099,3
cell537,3
cell782,1
cell410,0
cell1107,3
cell1101,3
cell926,1
cell177,3
cell1311,3
cell386,0
cell1744,2
cell1577,2
cell632,1
cell939,1
cell1553,2
cell1859,3
cell919,1
cell1305,3
cell436,3
cell342,0
cell1155,3
cell950,1
cell1339,3
cell32,2
cell162,3
cell301,0
cell100,3
cell601,1
cell1346,3
cell747,1
cell781,1
cell1704,2
cell303,0
cell1108,3
cell1788,2
cell879,1
cell1691,2
cell1434,2
cell1170,3
cell1286,3
cell115,3
cell19,2
cell574,1
cell853,1
cell1966,3
cell618,1
cell821,1
cell1123,3
cell1223,3
cell1659,2
cell1775,2
cell1696,2
cell437,3
cell1035,3
cell59,2
cell664,1
cell9,2
cell355,0
cell383,0
cell878,1
cell531,3
cell742,1
cell1522,2
cell1882,3
cell1005,3
cell1858,3
cell1377,2
cell645,1
cell1073,3
cell1260,3
cell692,1
cell326,0
cell501,3
cell1853,3
cell935,1
cell1570,2
cell431,3
cell661,1
cell1832,3
cell47,2
cell204,3
cell132,3
cell702,1
cell563,3
cell682,1
cell726,1
cell861,1
cell1504,2
cell1047,3
cell678,1
cell1127,3
cell76,2
cell1512,2
cell252,0
cell1329,3
cell1563,2
cell651,1
cell1292,3
cell1003,3
cell1071,3
cell955,1
cell1422,2
cell63,2
cell1193,3
cell779,1
cell81,3
cell181,3
cell348,0
cell393,0
cell1445,2
cell1821,3
cell1396,2
cell1635,2
cell1340,3
cell444,3
cell224,3
cell857,1
cell77,2
cell979,1
cell911,1
cell916,1
cell249,0
cell474,3
cell1533,2
cell1774,2
cell1730,2
cell65,2
cell1746,2
cell1061,3
cell1451,2
cell1784,2
cell1239,3
cell1815,3
cell679,1
cell952,1
cell477,3
cell4,2
cell915,1
cell2,2
cell1924,3
cell351,0
cell1519,2
cell1234,3
cell26,2
cell1479,2
cell1793,2
cell22,2
cell958,1
cell237,3
cell273,0
cell832,1
cell485,3
cell1299,3
cell1544,2
cell1225,3
cell1356,3
cell587,1
cell1616,2
cell519,3
cell391,0
cell766,1
cell1066,3
cell1345,3
cell1120,3
cell242,3
cell394,0
cell151,3
cell1808,3
cell1555,2
cell1805,3
cell790,1
cell673,1
cell1459,2
cell1780,2
cell1119,3
cell1166,3
cell1336,3
cell1836,3
cell592,1
cell1908,3
cell722,1
cell500,3
cell34,2
cell1818,3
cell646,1
cell743,1
cell481,3
cell1280,3
cell1004,3
cell931,1
cell1321,3
cell1733,2
cell509,3
cell1981,3
